country,isic2,upstreamness,downstreamness,u_n,u_d,d_n,d_d,dd_logU,centrality
LAO,43,1.186578355675214,2.482954323311025,76849.47064123074,54127.17946766084,151249.0630896204,79305.40485982351,.17107384,.47788972
LAO,45,1.870507915748086,1.680317312786085,108390.0551488211,61587.26029674368,72322.72928774475,50030.87557544331,.62621003,.89832139
LAO,46,1.870507915748086,1.680317312786085,108390.0551488211,61587.26029674368,72322.72928774476,50030.87557544331,.62621003,.89832139
LAO,47,1.870507915748086,1.680317312786085,108390.0551488211,61587.26029674367,72322.72928774476,50030.87557544331,.62621003,.89832139
LAO,49,2.240882693487831,1.975684855427441,62360.50319259091,27431.15848082775,40794.08786008118,20930.54129906954,.80686986,.88165474
LAO,50,2.056109453965433,2.445352966171178,61906.19843732982,27230.19038982398,40616.51063640993,20837.59296761627,.7208156,.84082317
LAO,51,2.139852710155902,2.68166252470461,61921.41168829074,27239.34570816404,40647.14335287328,20850.61116282772,.760737,.79795748
LAO,52,1.895854123052533,2.122599508451235,61914.80585226452,27240.79869728568,40619.32218871496,20846.89114967918,.63966948,.8931756
LAO,53,2.067096464259723,1.7196866221132,113530.6327118908,49937.48927353835,74458.68278492447,38203.2908000487,.72614497,.83193344
LAO,55,1.090091990500838,1.914473329588993,43342.08296780584,31784.07415323362,74858.37907220292,43287.36661587855,.086262085,.56939524
LAO,56,1.120342694374138,2.054120949555718,79102.88946209267,57931.5765671134,136256.9475627918,78797.74002854851,.11363462,.54541224
LAO,58,1.20495254764983,1.789227463388046,40.78376861255801,33.78756202876868,93.41191363651672,52.14187241990608,.18644018,.6734485
LAO,59,1.20495254764983,1.789227463388046,40.783768612558,33.78756202876868,93.41191363651672,52.14187241990609,.18644018,.6734485
LAO,60,1.20495254764983,1.789227463388046,40.783768612558,33.78756202876868,93.41191363651672,52.14187241990608,.18644018,.6734485
LAO,61,1.473996699517733,1.671725900676736,71775.49111514135,34443.69453244958,36994.23847886077,22322.92915995685,.38797754,.8817215
LAO,62,1.416491448865163,1.64263406796489,49360.30689181151,23691.36229566601,25455.71509584973,15361.04425906475,.34818301,.8623293
LAO,63,1.416491448865163,1.64263406796489,49360.30689181151,23691.36229566601,25455.71509584973,15361.04425906475,.34818301,.8623293
LAO,64,1.840125751362218,1.700173519491499,477560.7669226851,235817.1307438768,212467.5946187803,140618.3742951611,.6098339,.92394418
LAO,65,1.619699967680267,1.509891429050477,874691.2330774221,431929.9043001428,388903.3247557196,257479.2212837133,.48224092,.93220437
LAO,66,1.619699967680267,1.509891429050477,874691.2330774221,431929.9043001428,388903.3247557196,257479.2212837133,.48224092,.93220437
LAO,68,1.163879172370969,1.293286463347482,1137.947320513593,977.3979611978339,1315.141553662333,1014.243352543325,.15175854,.89993918
LAO,69,1.796121310252329,1.609096535178452,331.4782984882276,174.3251570647114,186.6060931924237,115.8844372675975,.58562952,.89587295
LAO,70,1.796121310252329,1.609096535178452,331.4782984882276,174.3251570647114,186.6060931924237,115.8844372675975,.58562952,.89587295
LAO,71,1.796121310252329,1.609096535178452,331.4782984882276,174.3251570647114,186.6060931924237,115.8844372675975,.58562952,.89587295
LAO,72,1.796121310252329,1.609096535178452,331.4782984882276,174.3251570647114,186.6060931924237,115.8844372675975,.58562952,.89587295
LAO,73,1.796121310252329,1.609096535178452,331.4782984882276,174.3251570647114,186.6060931924237,115.8844372675975,.58562952,.89587295
LAO,74,1.796121310252329,1.609096535178452,331.4782984882276,174.3251570647114,186.6060931924237,115.8844372675975,.58562952,.89587295
LAO,75,1.796121310252329,1.609096535178452,331.4782984882276,174.3251570647114,186.6060931924237,115.8844372675975,.58562952,.89587295
LAO,77,1.490827289904872,1.611966922998412,92.26705534965522,61.69141151298724,103.2690662194979,64.0352995582312,.39933118,.92484981
LAO,78,1.490827289904872,1.611966922998412,92.26705534965524,61.69141151298724,103.2690662194979,64.0352995582312,.39933118,.92484981
LAO,79,1.490827289904872,1.611966922998412,92.26705534965524,61.69141151298724,103.2690662194979,64.03529955823119,.39933118,.92484981
LAO,80,1.490827289904872,1.611966922998412,92.26705534965524,61.69141151298724,103.2690662194979,64.0352995582312,.39933118,.92484981
LAO,81,1.490827289904872,1.611966922998412,92.26705534965524,61.69141151298724,103.2690662194979,64.0352995582312,.39933118,.92484981
LAO,82,1.490827289904872,1.611966922998412,92.26705534965524,61.69141151298724,103.2690662194979,64.0352995582312,.39933118,.92484981
LAO,84,1.063717737662082,1.581326169724551,53001.43260824596,50892.05248828519,190505.3950443181,98659.42539269142,.06177007,.67267448
LAO,85,1.061632303474733,1.368791446789537,94026.44344799183,78236.4974038442,245169.6738991195,132598.2005198067,.059807632,.77559829
LAO,86,1.019664264330985,1.630250857099597,93716.03266919922,77944.28993365575,244783.8900964569,132278.6289909131,.01947342,.62546462
LAO,87,1.036022740404193,1.549562879147872,171711.2427037568,142796.3844678013,448534.572443085,242374.2284035452,.035389096,.66859031
LAO,88,1.036022740404193,1.549562879147872,171711.2427037568,142796.3844678013,448534.572443085,242374.2284035452,.035389096,.66859031
LAO,90,1.023416769384625,1.693400686980779,178.4492251879378,174.0679419539948,433.0583022264811,251.9383644913235,.023146803,.60435593
LAO,91,1.023416769384625,1.693400686980779,178.4492251879378,174.0679419539948,433.0583022264809,251.9383644913235,.023146803,.60435593
LAO,92,1.023416769384625,1.693400686980779,178.4492251879378,174.0679419539948,433.058302226481,251.9383644913235,.023146803,.60435593
LAO,93,1.023416769384625,1.693400686980779,178.4492251879378,174.0679419539948,433.0583022264809,251.9383644913235,.023146803,.60435593
LAO,94,1.576048488510136,1.666935253677275,623.4018588109208,366.516805496823,527.2362105928192,312.4253915739458,.45492077,.94547671
LAO,95,1.576048488510136,1.666935253677275,623.4018588109209,366.5168054968231,527.2362105928194,312.4253915739458,.45492077,.94547671
LAO,96,1.576048488510136,1.666935253677275,623.4018588109209,366.516805496823,527.2362105928192,312.4253915739458,.45492077,.94547671
LAO,97,1.115786597865818,1.157993130840737,5060.9958093732,3004.807220144383,8015.478903222218,4136.74142995265,.10955963,.963552
LAO,98,1,1,54.0819799999,54.0819799999,54.0819799999,54.0819799999,0,1
LAO,99,1.447596891320844,1.311179501726084,9600.512632243001,4090.513497204196,7367.930463100971,3550.945032194294,.36990488,.90576285
MMR,1,3.43923959685252,2.446174196347572,1439739.595867072,346604.165551021,362575.4372689989,113301.6103394821,1.2352504,.71125436
MMR,2,3.16832020455003,2.304489346528044,786001.940860093,189298.7184128425,198078.9683540078,61945.99957774664,1.1532016,.72735369
MMR,3,3.480252682065863,2.384441317398483,1396751.541977003,333505.2992304917,352445.6774974209,108889.9835286624,1.2471049,.68513453
MMR,5,2.940077002459322,2.735116992524536,1110699.718051394,255372.3249419506,18534.6515879663,5249.234755781406,1.0784358,.93028754
MMR,6,2.940077002459322,2.735116992524536,1110699.718051394,255372.3249419506,18534.6515879663,5249.234755781406,1.0784358,.93028754
MMR,7,2.940077002459322,2.735116992524536,1110699.718051394,255372.3249419506,18534.6515879663,5249.234755781406,1.0784358,.93028754
MMR,8,2.940077002459322,2.735116992524536,1110699.718051394,255372.3249419506,18534.6515879663,5249.234755781406,1.0784358,.93028754
MMR,9,2.940077002459322,2.735116992524536,1110699.718051394,255372.3249419506,18534.6515879663,5249.234755781406,1.0784358,.93028754
MMR,10,1.834812040648307,2.994983985140228,480809.8212810231,166967.37480305,1727986.666166013,384582.1748901572,.60694206,.61262834
MMR,11,1.834812040648307,2.994983985140228,480809.8212810231,166967.37480305,1727986.666166013,384582.1748901572,.60694206,.61262834
MMR,12,1.834812040648307,2.994983985140228,480809.8212810231,166967.37480305,1727986.666166013,384582.1748901572,.60694206,.61262834
MMR,13,1.828453858186293,2.974615547369787,203717.6137624221,63033.2304550171,466887.1123985511,107818.0137011766,.60347074,.61468577
MMR,14,1.828453858186293,2.974615547369787,203717.6137624221,63033.2304550171,466887.1123985511,107818.0137011766,.60347074,.61468577
MMR,15,1.828453858186293,2.974615547369787,203717.6137624221,63033.2304550171,466887.1123985511,107818.0137011766,.60347074,.61468577
MMR,16,2.953314934654821,2.98225125465135,835311.9568791874,153330.0581645507,142216.3105950059,31608.83021001235,1.0829283,.99029714
MMR,17,3.021189328709511,3.063887799999795,835339.441609894,153332.8584746882,142444.51977312,31685.84042780904,1.1056505,.98606396
MMR,18,3.021189328709511,3.063887799999795,835339.441609894,153332.8584746882,142444.51977312,31685.84042780904,1.1056505,.98606396
MMR,19,3.297390612447507,3.36573519946881,2150247.872089011,343100.7432162066,821108.2487074059,156607.6318742495,1.1931314,.97969401
MMR,20,3.277727567204073,3.183156646376622,2149893.594841803,342977.1155456902,820053.102226018,156282.2762900782,1.1871504,.97114742
MMR,21,2.090243767907237,2.970846164639248,2149176.15838438,342811.5064452048,820136.3788157088,156351.7515835052,.73728067,.70358533
MMR,22,2.988777382801789,3.189244841802142,2149470.67396135,342848.3167928613,819606.4738326987,156119.7271853352,1.0948644,.93714267
MMR,23,2.932279564421677,3.137570343865543,2149812.974644782,343006.4783015542,819485.9227061077,156079.9549058943,1.0757802,.93457013
MMR,24,3.535733376216188,3.261701780321158,644888.4755639016,81695.17388650168,48670.78988996697,8323.46929695759,1.2629207,.92249656
MMR,25,2.801073285748233,3.367503858266918,1181681.752774486,149694.3878436566,90532.95245428874,15715.32221431994,1.0300027,.8317951
MMR,26,1.886812295990962,3.168808321781103,2221565.145285606,440125.4010659598,1991463.354718356,405922.6471342787,.63488877,.59543276
MMR,27,2.068051397578825,3.294975468265437,2221475.325122132,440022.9027445005,1990599.407510174,405591.9173704044,.72660679,.62763786
MMR,28,1.964237618384399,3.151559480954928,2221553.050388794,440097.3348073808,1991049.069674148,405780.5516650682,.6751042,.62325895
MMR,29,1.696746121624613,3.440158514471745,544607.3572425914,127389.0687438347,1481943.427383471,241842.2894231658,.52871239,.49321744
MMR,30,1.796840820533292,3.128796020827655,296906.2201697335,69340.59465799115,806919.6409000076,131429.4533838976,.58603001,.57429147
MMR,31,1.671681280780735,2.787319177114995,175393.6002286637,63113.49020813331,237421.7879215648,69695.96281727082,.51382989,.59974521
MMR,32,1.671681280780735,2.787319177114995,175393.6002286637,63113.49020813331,237421.7879215648,69695.96281727082,.51382989,.59974521
MMR,33,1.671681280780735,2.787319177114995,175393.6002286637,63113.49020813331,237421.7879215648,69695.96281727082,.51382989,.59974521
MMR,35,1.770160509911588,2.518146694514892,167960.1102168408,70047.50878960367,232472.2936589493,97968.22049696553,.57107025,.70296162
MMR,36,1.406934828255038,2.390890538997044,167603.5500572334,69846.04260409715,231473.0955524739,97583.11196509919,.34141347,.58845639
MMR,37,1.406934828255038,2.390890538997043,167603.5500572334,69846.04260409715,231473.0955524739,97583.11196509919,.34141347,.58845639
MMR,38,1.59224935051567,2.771030968961742,150813.9124267923,62513.51196090732,319571.5600943043,107627.0463526265,.4651477,.57460541
MMR,39,1.406934828255038,2.390890538997043,167603.5500572334,69846.04260409715,231473.0955524739,97583.11196509919,.34141347,.58845639
MMR,41,1.166892038206027,2.704434944694562,915447.5317146626,574846.5325688154,2084608.021797678,806310.1359241515,.15434384,.43147352
MMR,42,1.166892038206027,2.704434944694562,915447.5317146626,574846.5325688154,2084608.021797678,806310.1359241515,.15434384,.43147352
MMR,43,1.166892038206027,2.704434944694562,915447.5317146626,574846.5325688154,2084608.021797678,806310.1359241515,.15434384,.43147352
MMR,45,2.297177270499036,1.896197619875184,2438656.125243105,1008819.208145567,1369743.812243717,832393.1010021996,.83168107,.82544678
MMR,46,2.297177270499037,1.896197619875184,2438656.125243105,1008819.208145567,1369743.812243717,832393.1010021996,.83168107,.82544678
MMR,47,2.297177270499036,1.896197619875184,2438656.125243105,1008819.208145567,1369743.812243717,832393.1010021996,.83168107,.82544678
MMR,49,2.417080369177665,2.404094837027178,1299585.851117245,407356.5627828553,427929.9844071891,216234.3784087129,.88256037,.99462759
MMR,50,3.24276343528946,2.60776251605321,1298442.386767646,406676.9357016392,425313.6967186182,215163.879743713,1.1764259,.80417907
MMR,51,2.467951096014097,2.628748507108556,1297876.86353697,406593.6718492822,425788.2661942945,215333.8871182939,.90338826,.93883121
MMR,52,2.352189201268863,2.376788641893842,1297956.938080347,406651.7921099235,425903.4360143166,215427.0956354318,.85534644,.98965013
MMR,53,2.399920108509477,2.275809252819359,1297280.297737424,406340.5438104006,424850.191344114,215001.8119730584,.87543547,.9482854
MMR,55,1.310943762472785,2.390068919190847,461991.1258736721,322947.0830384467,1141535.301182635,485040.3930009743,.2707473,.54849625
MMR,56,1.43107047988678,2.35321928262815,2762694.48410163,1930509.0300795,6811226.72255998,2894429.24968428,.35842276,.60813308
MMR,58,1.401724027208782,2.46731329855539,378.7166149020278,270.0349144119248,1330.911399987218,538.6080082938888,.33770293,.56811756
MMR,59,1.401724027208782,2.46731329855539,378.7166149020278,270.0349144119248,1330.911399987218,538.6080082938888,.33770293,.56811756
MMR,60,1.401724027208782,2.46731329855539,378.7166149020278,270.0349144119248,1330.911399987218,538.6080082938887,.33770293,.56811756
MMR,61,1.981313884862395,2.184751268195212,1290713.320698716,502710.9970023737,406979.6321016317,264137.2497393196,.68376023,.90688306
MMR,62,1.805117328823592,2.208727063913721,704165.4964901085,274293.8560671253,222293.6569243689,144210.9036621905,.59062558,.81726593
MMR,63,1.805117328823592,2.208727063913721,704165.4964901085,274293.8560671253,222293.6569243689,144210.9036621905,.59062558,.81726593
MMR,64,1.853189344229497,2.045707267080357,3817838.429836191,1898209.69530178,1950692.457377533,1419646.370621019,.61690813,.90589178
MMR,65,1.853189344229497,2.045707267080357,3817838.429836191,1898209.69530178,1950692.457377533,1419646.370621019,.61690813,.90589178
MMR,66,1.853189344229497,2.045707267080357,3817838.429836191,1898209.69530178,1950692.457377533,1419646.370621019,.61690813,.90589178
MMR,68,1.237118163914468,1.791291284336678,2103.014791965502,1697.603917393226,4036.364694720322,2251.191049194732,.21278462,.69062924
MMR,69,1.977445109099346,2.252247186378848,1887.503230806758,950.528263096,2396.00069187856,1063.711290255306,.68180567,.87798762
MMR,70,1.977445109099346,2.252247186378848,1887.503230806758,950.528263096,2396.00069187856,1063.711290255306,.68180567,.87798762
MMR,71,1.977445109099346,2.252247186378848,1887.503230806758,950.528263096,2396.00069187856,1063.711290255306,.68180567,.87798762
MMR,72,1.977445109099346,2.252247186378848,1887.503230806758,950.528263096,2396.00069187856,1063.711290255306,.68180567,.87798762
MMR,73,1.977445109099346,2.252247186378848,1887.503230806758,950.528263096,2396.00069187856,1063.711290255306,.68180567,.87798762
MMR,74,1.977445109099346,2.252247186378848,1887.503230806758,950.528263096,2396.00069187856,1063.711290255306,.68180567,.87798762
MMR,75,1.977445109099346,2.252247186378848,1887.503230806758,950.528263096,2396.00069187856,1063.711290255306,.68180567,.87798762
MMR,77,2.350637933389262,2.08617158767161,1556.011954272018,661.5019654373772,947.225041278354,454.1619040169476,.85468674,.88749164
MMR,78,2.350637933389262,2.08617158767161,1556.011954272018,661.5019654373772,947.225041278354,454.1619040169476,.85468674,.88749164
MMR,79,2.350637933389262,2.08617158767161,1556.011954272018,661.5019654373772,947.225041278354,454.1619040169476,.85468674,.88749164
MMR,80,2.350637933389262,2.08617158767161,1556.011954272018,661.5019654373771,947.225041278354,454.1619040169476,.85468674,.88749164
MMR,81,2.350637933389262,2.08617158767161,1556.011954272018,661.5019654373772,947.225041278354,454.1619040169476,.85468674,.88749164
MMR,82,2.350637933389262,2.08617158767161,1556.011954272018,661.5019654373772,947.225041278354,454.1619040169476,.85468674,.88749164
MMR,84,1.01910368189437,1.824200682340183,753237.2926371204,743166.8586550514,2260156.495024438,1118129.930220875,.018923497,.55865765
MMR,85,1.026023852330885,1.505966210369122,1242572.646978386,1142294.67294425,2025224.485970928,1348736.529695245,.025690995,.681306
MMR,86,1.025635697707507,1.811635411599787,1242797.350990981,1142516.792886817,2026893.370866736,1349387.044279662,.025312614,.56613803
MMR,87,1.025635697707507,1.811635411599786,1242797.350990981,1142516.792886817,2026893.370866736,1349387.044279662,.025312614,.56613803
MMR,88,1.025635697707507,1.811635411599787,1242797.350990981,1142516.792886817,2026893.370866736,1349387.044279662,.025312614,.56613803
MMR,90,1.084855426264992,2.363401131268086,270.7271856718806,249.4720887042156,1336.739827260628,565.7068892902264,.08144673,.45902297
MMR,91,1.084855426264992,2.363401131268086,270.7271856718806,249.4720887042156,1336.739827260628,565.7068892902264,.08144673,.45902297
MMR,92,1.084855426264992,2.363401131268086,270.7271856718806,249.4720887042156,1336.739827260628,565.7068892902264,.08144673,.45902297
MMR,93,1.084855426264992,2.363401131268086,270.7271856718806,249.4720887042156,1336.739827260628,565.7068892902264,.08144673,.45902297
MMR,94,1.220968756315912,2.125809989360126,500.0537414534032,409.2293191697578,1464.694387676366,688.5260204419689,.19964461,.57435459
MMR,95,1.220968756315912,2.125809989360126,500.0537414534032,409.2293191697578,1464.694387676366,688.5260204419689,.19964461,.57435459
MMR,96,1.220968756315912,2.125809989360126,500.0537414534032,409.2293191697578,1464.694387676366,688.5260204419689,.19964461,.57435459
MMR,97,1.0900526743945,2.51568545273061,10794.87028611338,9903.07215393025,54234.13237880083,21558.39169794984,.086226024,.43330246
MMR,98,,,0,0,0,0,,
MMR,99,2.851287297129755,3.449129873963575,37845.79793764085,14621.70188740493,43401.30832448848,18455.32361660454,1.0477706,.82666856
MYS,1,2.515393060600082,2.027492939020803,4654121.385793573,2550418.409955433,5182423.912710549,2683146.941768329,.92242908,.80603427
MYS,2,2.834846124679094,2.070784222895948,3201797.299005857,1754004.59461667,3563094.009375858,1844746.217273858,1.0419877,.73047501
MYS,3,2.196678488231212,2.020884649942015,4634273.343209649,2542788.629118756,5169932.039128844,2677967.051679216,.78694642,.9199729
MYS,5,3.713944768127666,1.905840729808316,8928562.21596116,2962396.696847765,2356660.604213756,1421072.098803587,1.3120946,.51315808
MYS,6,3.713944768127666,1.905840729808316,8928562.21596116,2962396.696847765,2356660.604213756,1421072.098803587,1.3120946,.51315808
MYS,7,3.713944768127666,1.905840729808316,8928562.21596116,2962396.696847765,2356660.604213756,1421072.098803587,1.3120946,.51315808
MYS,8,3.713944768127666,1.905840729808316,8928562.21596116,2962396.696847765,2356660.604213756,1421072.098803587,1.3120946,.51315808
MYS,9,3.713944768127666,1.905840729808316,8928562.21596116,2962396.696847765,2356660.604213756,1421072.098803587,1.3120946,.51315808
MYS,10,2.062936339555139,2.929436650097982,2299505.109229977,1019682.500683004,5926353.356827683,1938924.279966739,.72413039,.70420921
MYS,11,2.062936339555139,2.929436650097982,2299505.109229977,1019682.500683004,5926353.356827683,1938924.279966739,.72413039,.70420921
MYS,12,2.062936339555139,2.929436650097983,2299505.109229977,1019682.500683004,5926353.356827683,1938924.279966739,.72413039,.70420921
MYS,13,1.751077507353385,2.657629645304167,581780.8707436742,320292.6239350481,1925941.479736094,658992.3343674452,.56023133,.65888697
MYS,14,1.751077507353384,2.657629645304168,581780.8707436742,320292.6239350481,1925941.479736094,658992.3343674452,.56023133,.65888697
MYS,15,1.751077507353385,2.657629645304167,581780.8707436742,320292.6239350481,1925941.479736094,658992.3343674452,.56023133,.65888697
MYS,16,3.027600412527474,2.76857001177689,2429933.844911091,948530.2405959136,1981797.541693998,791549.5257963896,1.1077703,.91444367
MYS,17,2.439836708502127,2.73636518077615,2430194.926265689,949107.3778614363,1989695.648794404,794407.0115954683,.89193112,.89163417
MYS,18,2.439836708502127,2.73636518077615,2430194.926265689,949107.3778614363,1989695.648794404,794407.0115954683,.89193112,.89163417
MYS,19,3.030051746869775,2.68104374766653,6387634.636899989,2295197.254258689,6433231.097104028,2411879.157943033,1.1085798,.88481784
MYS,20,3.418030161361207,2.869714995249337,6383683.725641367,2292969.145765034,6410096.552903832,2403201.36011012,1.2290645,.83958155
MYS,21,1.949073332050793,2.490027865489695,11663019.66416103,4192434.066080111,11738183.23823337,4401222.201816457,.66735405,.78275162
MYS,22,2.976184767782105,2.872253482772068,6372687.563659138,2290370.594667854,6411492.344937336,2403659.370036948,1.0906422,.96507901
MYS,23,2.781909980793053,2.841015902448527,6368121.877169388,2289034.901735669,6404124.462036402,2401166.520885288,1.0231377,.97919548
MYS,24,3.295499209399837,3.015218669772001,1548414.873660269,551870.3143489464,1904795.868645519,620544.8795230743,1.1925577,.91495049
MYS,25,3.01012364092347,2.949709526689805,2254256.402069628,803589.0984111443,2773241.752641019,903570.6061704955,1.1019812,.97992969
MYS,26,2.555437498433963,2.970680996017426,13866229.21566808,5157323.921647004,13471889.8869953,4854003.112678986,.93822342,.86021942
MYS,27,2.208357690478452,2.823739704027978,25357024.53110332,9430146.400698015,24594262.05897471,8864712.614816694,.79224908,.78206843
MYS,28,2.18529319857404,2.929975885655535,13833961.65694992,5145043.143719301,13423461.78337177,4838093.637113224,.78175002,.74584001
MYS,29,2.253281804543398,2.965386095700639,688258.5756617375,405958.6956976498,3519524.285272239,1098833.920063848,.8123877,.75986117
MYS,30,1.869217989977331,2.861863368390046,469323.7756172977,277627.244323005,2412789.193038101,753134.4375282394,.62552017,.65314716
MYS,31,1.734868356736563,2.793141527452844,535769.5510739591,311644.2644542037,1677747.857730911,607099.8913670409,.55093151,.62111723
MYS,32,1.734868356736563,2.793141527452844,535769.5510739591,311644.2644542037,1677747.857730911,607099.8913670409,.55093151,.62111723
MYS,33,1.734868356736564,2.793141527452844,535769.5510739591,311644.2644542037,1677747.857730911,607099.8913670409,.55093151,.62111723
MYS,35,2.727609392325913,2.35980508400067,2349922.729044335,832384.9708347378,801381.7775430339,378503.8630715305,1.0034256,.86515504
MYS,36,2.650714901823116,2.223269350422628,2343693.860638119,830297.5952860645,797677.7729061421,377116.2128265406,.97482938,.83874327
MYS,37,2.650714901823116,2.223269350422628,2343693.860638119,830297.5952860645,797677.7729061421,377116.2128265406,.97482938,.83874327
MYS,38,2.546884876300241,2.30128259940258,2206044.59838945,802151.418811513,1444058.720117363,571317.4179641056,.93487102,.90356755
MYS,39,2.650714901823116,2.223269350422628,2343693.860638119,830297.5952860645,797677.7729061421,377116.2128265406,.97482938,.83874327
MYS,41,1.704909063190613,2.787938122268534,3315856.610626182,1127945.82113427,1462802.268583102,529056.9690304486,.53351176,.61153048
MYS,42,1.704909063190614,2.787938122268534,3315856.610626182,1127945.82113427,1462802.268583102,529056.9690304486,.53351176,.61153048
MYS,43,1.704909063190613,2.787938122268534,3315856.610626182,1127945.82113427,1462802.268583102,529056.9690304486,.53351176,.61153048
MYS,45,2.824357663531739,1.987371136194008,4751608.791471208,1458756.848834111,355125.541476056,211634.399463427,1.038281,.70365423
MYS,46,2.824357663531739,1.987371136194009,4751608.791471208,1458756.848834111,355125.541476056,211634.399463427,1.038281,.70365423
MYS,47,2.824357663531739,1.987371136194009,4751608.791471208,1458756.848834111,355125.541476056,211634.399463427,1.038281,.70365423
MYS,49,2.753184170476955,2.527069062178652,3252139.25536917,1236466.845597608,2498558.35566947,993094.893524135,1.0127581,.91787142
MYS,50,2.839432605293702,2.644280586592603,3249382.256152399,1235416.693340208,2497204.564280708,992490.3008481946,1.0436043,.93127078
MYS,51,2.747338461279962,2.854840899964501,3249027.383653441,1235342.974684673,2498207.106076714,992720.8116514535,1.0106326,.96234381
MYS,52,3.029565098818004,2.366517668246522,3259987.963560021,1238839.379887687,2499406.290303935,993662.448495495,1.1084191,.78114104
MYS,53,2.711890739929125,2.281769703309195,5950085.704383541,2262467.856842284,4572153.373144282,1817327.693813973,.99764609,.84139442
MYS,55,1.523493207685491,2.416913923847988,1140968.12594401,703779.5398454242,4281585.433160557,1599682.679618678,.42100587,.63034648
MYS,56,1.688362884052544,2.447571983636112,2080225.068135841,1281569.054155031,7807450.794836712,2915058.438075084,.52375937,.68981135
MYS,58,2.220042616605114,2.368856353590318,3780.606867943748,1705.243886434586,4642.928682490941,1958.033185301026,.79752642,.93717909
MYS,59,2.220042616605114,2.368856353590318,3780.606867943748,1705.243886434586,4642.928682490941,1958.033185301026,.79752642,.93717909
MYS,60,2.220042616605114,2.368856353590318,3780.606867943748,1705.243886434586,4642.928682490941,1958.033185301026,.79752642,.93717909
MYS,61,1.85331763177885,2.135230119053115,2021143.603182939,987317.1893146645,1917518.914270193,931799.8590426185,.61697733,.86797088
MYS,62,2.21466698528659,2.090249135859287,1393625.028715043,680140.1325637813,1318837.4947402,640884.8917369336,.79510206,.94382095
MYS,63,2.214666985286591,2.090249135859287,1393625.028715043,680140.1325637813,1318837.4947402,640884.8917369336,.79510206,.94382095
MYS,64,2.584856204669557,1.878015326897896,10775719.08594652,4453069.685617574,4786876.02211161,2687163.462936051,.9496699,.72654539
MYS,65,2.621369637740125,1.97913045523185,19717251.39928817,8148885.83652632,8759934.727504333,4917362.548430067,.96369696,.75499862
MYS,66,2.621369637740125,1.97913045523185,19717251.39928817,8148885.83652632,8759934.727504333,4917362.548430067,.96369696,.75499862
MYS,68,1.437700540150434,1.671582371677796,14030.52345978494,9937.859956628148,19073.13410909046,11314.97912069068,.36304498,.86008358
MYS,69,2.898770949101645,2.159450733615574,20715.84787873308,7146.888747304809,6047.988851448627,2808.476695835208,1.0642868,.74495393
MYS,70,2.898770949101644,2.159450733615574,20715.84787873308,7146.888747304809,6047.988851448628,2808.476695835208,1.0642868,.74495393
MYS,71,2.898770949101644,2.159450733615574,20715.84787873308,7146.888747304809,6047.988851448627,2808.476695835207,1.0642868,.74495393
MYS,72,2.898770949101644,2.159450733615574,20715.84787873308,7146.888747304809,6047.988851448628,2808.476695835208,1.0642868,.74495393
MYS,73,2.898770949101644,2.159450733615574,20715.84787873308,7146.888747304809,6047.988851448628,2808.476695835208,1.0642868,.74495393
MYS,74,2.898770949101644,2.159450733615574,20715.84787873308,7146.888747304809,6047.988851448627,2808.476695835207,1.0642868,.74495393
MYS,75,2.898770949101644,2.159450733615574,20715.84787873308,7146.888747304809,6047.988851448628,2808.476695835208,1.0642868,.74495393
MYS,77,2.65950162434523,2.201363505702506,7508.686271545235,2828.36660218095,3867.552833526826,1756.987584388656,.97813874,.82773536
MYS,78,2.659501624345229,2.201363505702506,7508.686271545235,2828.36660218095,3867.552833526826,1756.987584388656,.97813874,.82773536
MYS,79,2.65950162434523,2.201363505702506,7508.686271545235,2828.36660218095,3867.552833526826,1756.987584388656,.97813874,.82773536
MYS,80,2.65950162434523,2.201363505702506,7508.686271545235,2828.36660218095,3867.552833526826,1756.987584388656,.97813874,.82773536
MYS,81,2.65950162434523,2.201363505702506,7508.686271545235,2828.36660218095,3867.552833526826,1756.987584388656,.97813874,.82773536
MYS,82,2.65950162434523,2.201363505702506,7508.686271545235,2828.36660218095,3867.552833526826,1756.987584388656,.97813874,.82773536
MYS,84,1.179977647296338,1.972570864074709,1333584.003456693,1218609.187498966,5755403.910845698,2507992.954327636,.1654955,.59819275
MYS,85,1.061994293625497,1.683326773862432,2065084.42995688,1679013.568505443,5932758.310974284,2790066.976844761,.060148548,.63089013
MYS,86,1.177108663175878,2.137224268211575,2062589.950704408,1676064.872371731,5931862.502519102,2787346.024254282,.16306114,.55076516
MYS,87,1.062672183101055,1.950899498879607,3774210.405472541,3067308.268170941,10852554.60425607,5100594.590525182,.060786664,.54470885
MYS,88,1.062672183101055,1.950899498879606,3774210.405472541,3067308.268170941,10852554.60425607,5100594.590525182,.060786664,.54470885
MYS,90,1.481124676016836,2.239801717313791,6347.095676481953,3913.327270006776,12977.23222687747,5797.170222174651,.3928017,.66127491
MYS,91,1.481124676016836,2.239801717313791,6347.095676481953,3913.327270006777,12977.23222687747,5797.170222174651,.3928017,.66127491
MYS,92,1.481124676016836,2.239801717313791,6347.095676481953,3913.327270006777,12977.23222687746,5797.170222174651,.3928017,.66127491
MYS,93,1.481124676016836,2.239801717313791,6347.095676481953,3913.327270006777,12977.23222687747,5797.170222174651,.3928017,.66127491
