country,isic2,upstreamness,downstreamness,u_n,u_d,d_n,d_d,dd_logU,centrality
VNM,42,1.180624731538332,3.012677491720215,647785.2658453336,643359.2709382359,6553821.810259572,2223953.060032599,.16604373,.39188555
VNM,43,1.180624731538332,3.012677491720215,647785.2658453336,643359.2709382359,6553821.810259572,2223953.060032599,.16604373,.39188555
VNM,45,2.229779056839128,1.845861468692044,1197932.373104902,548544.1877495435,555801.9393607582,325870.0523030792,.80190253,.82782257
VNM,46,2.229779056839127,1.845861468692043,1197932.373104902,548544.1877495435,555801.9393607582,325870.0523030792,.80190253,.82782257
VNM,47,2.229779056839128,1.845861468692044,1197932.373104902,548544.1877495435,555801.9393607581,325870.0523030791,.80190253,.82782257
VNM,49,2.42084064517489,2.876359806452799,598018.063024765,259452.0865649882,733717.5223723223,276350.5805614152,.88411486,.84163344
VNM,50,2.84900859514913,3.105846596007549,591590.5555343917,256638.8825331995,724975.7608522933,273223.5604977871,1.0469711,.91730499
VNM,51,2.501479406033877,3.148895648279842,590886.0116540913,256500.4967300628,726567.072685149,273696.9040279223,.91688234,.79439896
VNM,52,3.095169990721125,2.387735894077896,598944.0353556715,259455.060433264,726482.1658945248,274617.4919491586,1.1298429,.77143931
VNM,53,3.18468213095408,2.622568212685967,1081025.981685671,469228.7883314071,1324262.109293298,499420.7789636294,1.1583525,.82349449
VNM,55,1.598499613134764,2.60550129229447,479089.3443840156,358401.9112272401,898326.0849346052,476823.4058298275,.46906546,.61350942
VNM,56,1.525819252857552,2.237575321741556,869485.909492258,651829.2954390981,1609788.87061224,861994.0254785946,.42253149,.68190742
VNM,58,2.417030175829918,2.835256962826674,1765.030900716252,726.0384448251586,2625.78499308656,925.720425612488,.88253957,.85249072
VNM,59,2.417030175829918,2.835256962826674,1765.030900716252,726.0384448251586,2625.78499308656,925.720425612488,.88253957,.85249072
VNM,60,2.417030175829918,2.835256962826674,1765.030900716252,726.0384448251586,2625.78499308656,925.720425612488,.88253957,.85249072
VNM,61,1.77587512589784,2.464393992337253,331517.2888558704,140799.6162771947,109364.320496506,61782.04202977198,.57429332,.7206133
VNM,62,2.142087159850748,2.449491125710249,229126.8330116525,97209.31507939265,75586.79292745222,42639.5998832062,.76178068,.87450296
VNM,63,2.142087159850749,2.44949112571025,229126.8330116525,97209.31507939265,75586.79292745222,42639.5998832062,.76178068,.87450296
VNM,64,2.654338262759964,2.036362265015641,1430511.232166709,651896.1837845444,627250.9343743714,387270.501474807,.97619539,.76718265
VNM,65,2.648323417920648,2.414137798761058,2597100.222990438,1185431.96706804,1143632.312253316,705908.8775225658,.97392678,.9115721
VNM,66,2.648323417920648,2.414137798761058,2597100.222990438,1185431.96706804,1143632.312253316,705908.8775225658,.97392678,.9115721
VNM,68,1.802821010166746,1.828934564087656,15999.98949063139,8759.943634841731,15414.44272723281,8123.196791996338,.58935267,.98572201
VNM,69,2.533564395220733,2.299660675647997,19202.20444067356,8063.595513396693,12584.70757352345,5889.763760226964,.92962718,.90767801
VNM,70,2.533564395220733,2.299660675647997,19202.20444067356,8063.595513396693,12584.70757352345,5889.763760226964,.92962718,.90767801
VNM,71,2.533564395220733,2.299660675647997,19202.20444067356,8063.595513396691,12584.70757352346,5889.763760226964,.92962718,.90767801
VNM,72,2.533564395220733,2.299660675647997,19202.20444067356,8063.595513396693,12584.70757352345,5889.763760226964,.92962718,.90767801
VNM,73,2.533564395220733,2.299660675647997,19202.20444067356,8063.595513396693,12584.70757352345,5889.763760226964,.92962718,.90767801
VNM,74,2.533564395220733,2.299660675647997,19202.20444067356,8063.595513396693,12584.70757352345,5889.763760226964,.92962718,.90767801
VNM,75,2.533564395220733,2.299660675647997,19202.20444067356,8063.595513396693,12584.70757352345,5889.763760226964,.92962718,.90767801
VNM,77,2.726518920326984,2.781715287361072,3922.602879211342,1436.418174926732,3118.844735660388,1120.251395507291,1.0030257,.98015743
VNM,78,2.726518920326984,2.781715287361072,3922.602879211342,1436.418174926732,3118.844735660387,1120.251395507291,1.0030257,.98015743
VNM,79,2.726518920326984,2.781715287361072,3922.602879211342,1436.418174926732,3118.844735660388,1120.251395507291,1.0030257,.98015743
VNM,80,2.726518920326984,2.781715287361072,3922.602879211342,1436.418174926732,3118.844735660388,1120.251395507291,1.0030257,.98015743
VNM,81,2.726518920326984,2.781715287361072,3922.602879211342,1436.418174926732,3118.844735660388,1120.251395507291,1.0030257,.98015743
VNM,82,2.726518920326984,2.781715287361072,3922.602879211342,1436.418174926732,3118.844735660388,1120.251395507291,1.0030257,.98015743
VNM,84,1.0202126906336,2.035736656668299,468835.7727067819,467881.2519288656,1145133.294014292,678301.0330959647,.020011125,.50115162
VNM,85,1.065110091835535,1.722634386739479,781052.5470829468,708411.3578652382,1666484.107850209,958197.8844964757,.063078165,.61830306
VNM,86,1.029930140547894,2.346786273185817,775743.6434654797,703565.4454667293,1665205.401618008,954292.24508012,.029490976,.43886831
VNM,87,1.030649686767532,2.181469309953685,1417271.93501956,1285082.197928351,3027820.286019515,1739513.896406546,.030189367,.47245666
VNM,88,1.030649686767532,2.181469309953685,1417271.93501956,1285082.197928351,3027820.286019515,1739513.896406546,.030189367,.47245666
VNM,90,1.381638605328854,2.275199664289203,5385.785426939467,3731.09581765129,12140.56774529156,5455.07383779359,.3232702,.60726041
VNM,91,1.381638605328854,2.275199664289203,5385.785426939466,3731.09581765129,12140.56774529156,5455.07383779359,.3232702,.60726041
VNM,92,1.381638605328854,2.275199664289203,5385.785426939467,3731.09581765129,12140.56774529156,5455.07383779359,.3232702,.60726041
VNM,93,1.381638605328854,2.275199664289203,5385.785426939467,3731.09581765129,12140.56774529156,5455.07383779359,.3232702,.60726041
VNM,94,1.499345157862741,2.232985657249298,5023.372731580645,3300.382198250289,9195.529238923231,4352.791217432345,.40502846,.67145312
VNM,95,1.499345157862741,2.232985657249298,5023.372731580645,3300.382198250289,9195.529238923231,4352.791217432345,.40502846,.67145312
VNM,96,1.499345157862741,2.232985657249298,5023.372731580645,3300.382198250289,9195.529238923231,4352.791217432345,.40502846,.67145312
VNM,97,1.000113649408912,1.134800954378587,1350.049433670132,1349.334613076263,3006.63315642655,1796.834905442335,.00011364295,.88131195
VNM,98,1,1,361.2616999999,361.2616999999,361.2616999999,361.2616999999,0,1
VNM,99,1.267797059291458,1.436189159142423,258460.7457170044,258187.3318079695,666405.5415841652,368397.6249020784,.2372808,.88275075
