hs4,year,month,pred_exposure,notif_count
0809,2023,3,0.007411523033113299,1
0809,2023,6,0.009864957242020186,1
0809,2023,8,0.01623051973828256,1
0809,2023,10,0.021983897001605208,2
0809,2024,6,0.007237094335129882,1
0809,2024,7,0.007754029428925675,1
0809,2024,9,0.012603456145745562,1
0809,2025,1,0.013063610605738747,2
0809,2025,7,0.011003378475631764,2
0809,2025,8,0.013458013117721723,2
0809,2025,9,0.07871184541561627,4
0809,2025,11,0.004584349424988436,1
0810,2021,3,0.015066901296829777,2
0810,2021,4,0.012131632961867521,1
0810,2021,6,0.04851375320553675,3
0810,2021,8,0.037970240190501534,3
0810,2021,11,0.009760156440472746,1
0810,2022,2,0.016154090597241075,1
0810,2022,6,0.0047283546301393935,1
0810,2022,10,0.011813802400889719,1
0810,2023,1,0.0053694874482431276,1
0810,2023,3,0.005738613178127432,1
0810,2023,6,0.007638264548027787,1
0810,2023,8,0.012567008702776819,1
0810,2023,10,0.017021748495735834,2
0810,2024,6,0.005603556075772212,1
0810,2024,7,0.006003809914050708,1
0810,2024,9,0.009758636545388309,1
0810,2025,1,0.010114926128014321,2
0810,2025,7,0.008519724278271551,2
0810,2025,8,0.01042030512267439,2
0810,2025,9,0.06094521076959321,4
0810,2025,11,0.0035495819018359904,1
0812,2021,3,0.01846838483016043,2
0812,2021,4,0.014870454232362369,1
0812,2021,6,0.05946615339836353,3
0812,2021,8,0.046542350953036125,3
0812,2021,11,0.011963596335707514,1
0812,2022,2,0.019801016536419334,1
0812,2022,6,0.005795821662498,1
